[-0.47, 0.47, -0.85, 3.0, -0.35, 2.15] [-1.11, -0.0, 1.02, 2.27, 0.0, -2.34]
[-0.91, 0.44, -1.29, 3.5, -0.33, 2.64] [-1.01, -0.0, 0.8, 2.24, 0.0, -2.3]
[-1.4, 0.42, -1.83, 4.1, -0.3, 3.14] [-0.95, -0.0, 0.53, 2.2, 0.0, -2.27]
[-1.55, 0.41, -2.1, 4.6, -0.29, 3.54] [-0.95, -0.0, 0.4, 2.16, 0.0, -2.24]
[-1.88, 0.4, -2.55, 5.0, -0.28, 4.14] [-0.97, -0.0, 0.18, 2.14, 0.0, -2.2]
[-2.11, 0.39, -2.91, 5.4, -0.27, 4.54] [-1.01, -0.0, 0.01, 2.11, 0.0, -2.17]
[-2.33, 0.38, -3.18, 5.7, -0.26, 4.84] [-1.06, -0.0, -0.13, 2.09, 0.0, -2.15]
[-2.45, 0.38, -3.63, 6.3, -0.26, 5.44] [-1.05, -0.0, -0.35, 2.05, 0.0, -2.11]
[-2.5, 0.37, -3.99, 6.5, -0.25, 5.74] [-0.97, -0.0, -0.52, 2.03, 0.0, -2.09]
[-2.59, 0.37, -4.44, 6.5, -0.25, 6.24] [-0.78, -0.0, -0.74, 2.03, 0.0, -2.05]
[-2.73, 0.37, -4.8, 6.5, -0.25, 6.43] [-0.57, -0.0, -0.92, 2.03, 0.0, -2.04]
[-2.94, 0.37, -5.05, 6.5, -0.25, 6.43] [-0.34, -0.0, -1.06, 2.03, 0.0, -2.04]
[-3.33, 0.37, -5.19, 6.5, -0.25, 6.43] [-0.04, -0.0, -1.13, 2.03, 0.0, -2.04]
[-3.65, 0.36, -5.39, 6.5, -0.24, 6.43] [0.1, -0.0, -1.22, 2.03, 0.0, -2.04]
[-3.94, 0.36, -5.53, 6.5, -0.24, 6.43] [0.19, -0.0, -1.25, 2.03, 0.0, -2.04]
[-4.18, 0.36, -5.71, 6.5, -0.24, 6.43] [0.24, -0.0, -1.25, 2.03, 0.0, -2.04]
[-4.58, 0.36, -5.91, 6.5, -0.24, 6.43] [0.34, -0.0, -1.24, 2.03, 0.0, -2.04]
[-4.99, 0.36, -6.19, 6.5, -0.24, 6.43] [0.58, -0.0, -1.29, 2.03, 0.0, -2.04]
[-5.4, 0.36, -6.55, 6.5, -0.24, 6.43] [0.87, -0.0, -1.58, 2.03, 0.0, -2.04]
[-5.89, 0.36, -6.63, 6.5, -0.24, 6.43] [1.21, -0.0, -1.65, 2.03, 0.0, -2.04]
[-6.3, 0.36, -6.63, 6.5, -0.24, 6.43] [1.5, -0.0, -1.65, 2.03, 0.0, -2.04]
[-6.54, 0.36, -6.63, 6.5, -0.24, 6.43] [1.68, -0.0, -1.65, 2.03, 0.0, -2.04]
[-6.54, 0.36, -6.63, 6.5, -0.24, 6.43] [1.68, -0.0, -1.65, 2.03, 0.0, -2.04]
[-6.54, 0.36, -6.63, 6.5, -0.24, 6.43] [1.68, -0.0, -1.65, 2.03, 0.0, -2.04]
[-6.54, 0.36, -6.63, 6.5, -0.24, 6.43] [1.68, -0.01, -1.65, 2.03, 0.01, -2.04]
[-6.54, 0.36, -6.63, 6.5, -0.24, 6.43] [1.68, -0.02, -1.65, 2.03, 0.02, -2.04]
[-6.54, 0.35, -6.63, 6.5, -0.23, 6.43] [1.68, -0.06, -1.65, 2.03, 0.06, -2.04]
[-6.54, 0.33, -6.63, 6.5, -0.19, 6.43] [1.68, -0.14, -1.65, 2.03, 0.18, -2.04]
[-6.54, 0.16, -6.63, 6.5, -0.04, 6.43] [1.68, -0.31, -1.65, 2.03, 0.31, -2.04]
[-6.54, -0.3, -6.63, 6.5, 0.22, 6.43] [1.68, -0.35, -1.65, 2.03, 0.33, -2.04]
[-6.54, -0.8, -6.63, 6.5, 0.56, 6.43] [1.68, -0.32, -1.65, 2.03, 0.28, -2.04]
[-6.54, -1.39, -6.63, 6.5, 0.84, 6.43] [1.68, -0.3, -1.65, 2.03, 0.21, -2.04]
[-6.54, -1.79, -6.63, 6.5, 0.93, 6.43] [1.68, -0.28, -1.65, 2.03, 0.17, -2.04]
[-6.54, -2.19, -6.63, 6.5, 1.17, 6.43] [1.68, -0.26, -1.65, 2.03, 0.05, -2.04]
[-6.54, -2.69, -6.63, 6.5, 1.35, 6.43] [1.68, -0.24, -1.65, 2.03, -0.03, -2.04]
[-6.54, -3.09, -6.63, 6.5, 1.47, 6.43] [1.68, -0.22, -1.65, 2.03, -0.07, -2.04]
[-6.54, -3.59, -6.63, 6.5, 1.58, 6.43] [1.68, -0.2, -1.65, 2.03, -0.09, -2.04]
[-6.54, -4.19, -6.63, 6.5, 1.73, 6.43] [1.68, -0.17, -1.65, 2.03, -0.09, -2.04]
[-6.54, -4.59, -6.63, 6.5, 1.98, 6.43] [1.68, -0.15, -1.65, 2.03, -0.07, -2.04]
[-6.54, -4.99, -6.63, 6.5, 2.48, 6.43] [1.68, -0.14, -1.65, 2.03, -0.07, -2.04]
[-6.54, -5.39, -6.63, 6.5, 2.97, 6.43] [1.68, -0.12, -1.65, 2.03, -0.05, -2.04]
[-6.54, -5.89, -6.63, 6.5, 3.46, 6.43] [1.68, -0.1, -1.65, 2.03, -0.04, -2.04]
[-6.54, -6.26, -6.63, 6.5, 3.75, 6.43] [1.68, -0.12, -1.65, 2.03, -0.02, -2.04]
[-6.54, -6.56, -6.63, 6.5, 4.23, 6.43] [1.68, -0.1, -1.65, 2.03, 0.01, -2.04]
[-6.54, -7.05, -6.63, 6.5, 4.6, 6.43] [1.68, -0.06, -1.65, 2.03, 0.03, -2.04]
[-6.54, -7.45, -6.63, 6.5, 4.97, 6.43] [1.68, -0.04, -1.65, 2.03, 0.06, -2.04]
[-6.54, -7.45, -6.63, 6.5, 5.29, 6.43] [1.68, -0.04, -1.65, 2.03, 0.05, -2.04]
[-6.54, -7.45, -6.63, 6.5, 5.54, 6.43] [1.68, -0.04, -1.65, 2.03, 0.05, -2.04]
[-6.54, -7.45, -6.63, 6.5, 5.69, 6.43] [1.68, -0.04, -1.65, 2.03, 0.05, -2.04]
[-6.54, -7.45, -6.63, 6.5, 5.84, 6.43] [1.68, -0.04, -1.65, 2.03, 0.05, -2.04]
[-6.54, -7.45, -6.63, 6.5, 5.93, 6.43] [1.68, -0.04, -1.65, 2.03, 0.06, -2.04]
[-6.54, -7.45, -6.63, 6.5, 6.02, 6.43] [1.68, -0.04, -1.65, 2.03, 0.08, -2.04]
[-6.54, -7.45, -6.63, 6.5, 6.08, 6.43] [1.68, -0.04, -1.65, 2.03, 0.12, -2.04]
[-6.54, -7.45, -6.63, 6.5, 6.1, 6.43] [1.68, -0.04, -1.65, 2.03, 0.13, -2.04]
