[-5.05, -7.48, -5.22, 6.72, 6.84, 4.54] [-1.78, -0.62, -0.5, 2.55, 0.21, -1.82]
[-5.47, -7.59, -5.47, 6.78, 7.06, 4.99] [-1.78, -0.35, -0.48, 2.48, 0.13, -1.8]
[-6.06, -7.6, -5.78, 6.78, 7.14, 5.41] [-1.74, -0.31, -0.44, 2.48, 0.08, -1.83]
[-6.72, -7.6, -6.34, 6.78, 7.13, 5.87] [-1.53, -0.31, -0.41, 2.48, 0.0, -1.94]
[-7.25, -7.6, -6.84, 6.78, 6.95, 6.33] [-1.32, -0.31, -0.33, 2.48, -0.65, -2.15]
[-7.56, -7.6, -7.18, 6.78, 7.15, 6.54] [-1.12, -0.31, -0.21, 2.48, -1.19, -2.3]
[-7.66, -7.6, -7.27, 6.78, 7.3, 6.61] [-1.08, -0.31, -0.12, 2.48, -1.31, -2.45]
[-7.72, -7.6, -7.3, 6.78, 7.35, 6.62] [-1.0, -0.31, 0.01, 2.48, -1.35, -2.58]
[-7.77, -7.6, -7.26, 6.78, 7.38, 6.54] [-0.9, -0.31, 0.33, 2.48, -1.41, -2.98]
[-7.81, -7.6, -6.98, 6.78, 7.4, 6.26] [-0.77, -0.31, 0.79, 2.48, -1.53, -3.52]
[-7.8, -7.6, -6.7, 6.78, 7.35, 6.0] [-0.65, -0.31, 1.0, 2.48, -1.64, -3.79]
[-7.77, -7.6, -6.24, 6.78, 7.16, 5.67] [-0.43, -0.31, 1.02, 2.48, -1.73, -3.97]
[-7.7, -7.6, -5.91, 6.78, 6.72, 5.3] [-0.11, -0.31, 0.73, 2.48, -1.75, -3.96]
[-7.63, -7.6, -5.74, 6.78, 6.38, 5.01] [0.21, -0.31, 0.25, 2.48, -1.59, -3.76]
[-7.41, -7.6, -5.7, 6.78, 6.17, 4.84] [0.81, -0.31, -0.3, 2.48, -1.23, -3.34]
[-7.21, -7.6, -5.78, 6.78, 6.19, 4.82] [1.13, -0.31, -0.78, 2.48, -0.84, -3.0]
[-6.95, -7.6, -6.0, 6.78, 6.38, 4.85] [1.49, -0.31, -1.32, 2.48, -0.38, -2.63]
[-6.95, -7.6, -6.2, 6.78, 6.63, 4.94] [1.49, -0.31, -1.65, 2.48, -0.05, -2.34]
[-6.95, -7.6, -6.44, 6.78, 6.98, 5.07] [1.49, -0.31, -1.98, 2.48, 0.27, -1.99]
[-6.95, -7.6, -6.5, 6.78, 7.17, 5.21] [1.49, -0.31, -2.05, 2.48, 0.47, -1.5]
[-6.95, -7.6, -6.5, 6.78, 7.27, 5.38] [1.49, -0.31, -2.05, 2.48, 0.51, -1.07]
[-6.95, -7.6, -6.5, 6.78, 7.3, 5.48] [1.49, -0.31, -2.05, 2.48, 0.52, -0.9]
