[-4.45, -7.48, -6.32, -5.04, 6.73, 3.91] [1.93, -0.03, -0.18, 1.23, 0.44, 1.14]
[-5.16, -7.48, -7.11, -4.02, 6.98, 4.89] [2.66, -0.03, -0.82, 0.87, 0.68, 1.58]
[-6.0, -7.48, -7.17, -3.14, 7.54, 5.65] [2.55, -0.03, -1.48, 0.7, 1.17, 2.0]
[-6.48, -7.48, -7.17, -2.46, 7.65, 6.1] [2.22, -0.03, -1.48, 0.55, 1.19, 2.37]
[-6.48, -7.48, -7.17, -1.59, 7.74, 6.62] [2.22, -0.03, -1.48, 0.37, 1.11, 3.06]
[-6.48, -7.48, -7.17, -0.81, 7.84, 7.01] [2.22, -0.03, -1.48, 0.2, 0.54, 3.18]
[-6.48, -7.48, -7.17, 0.16, 7.84, 7.4] [2.22, -0.03, -1.48, -0.02, 0.54, 2.85]
[-6.48, -7.48, -7.17, 0.93, 7.84, -7.73] [2.22, -0.03, -1.48, -0.19, 0.54, -2.07]
[-6.48, -7.48, -7.17, 1.46, 7.84, -6.78] [2.22, -0.03, -1.48, -0.33, 0.54, -1.78]
[-6.48, -7.48, -7.17, 1.46, 7.84, -6.02] [2.22, -0.03, -1.48, -0.34, 0.54, -1.55]
[-6.48, -7.48, -7.17, 1.65, 7.84, -4.96] [2.22, -0.03, -1.48, -0.85, 0.54, -1.25]
[-6.48, -7.48, -7.17, 1.65, 7.84, -4.0] [2.22, -0.03, -1.48, -0.85, 0.54, -1.01]
[-6.48, -7.48, -7.17, 1.65, 7.84, -3.05] [2.22, -0.03, -1.48, -0.85, 0.54, -0.78]
[-6.48, -7.48, -7.17, 1.93, 7.84, -2.56] [2.22, -0.03, -1.48, -0.8, 0.54, -0.67]
[-6.48, -7.48, -7.17, 2.28, 7.84, -2.42] [2.22, -0.03, -1.48, -0.84, 0.54, -0.57]
[-6.48, -7.48, -7.17, 2.28, 7.84, -2.42] [2.22, -0.03, -1.48, -0.84, 0.54, -0.57]
